timestamp,dBw
2025-11-14T08:08:54.094664Z,54.5
2025-11-14T08:08:54.095664Z,61.15
2025-11-14T08:08:54.096664Z,67.8
2025-11-14T08:08:54.097664Z,74.45
2025-11-14T08:08:54.098664Z,81.10000000000001
2025-11-14T08:08:54.099664Z,87.75000000000001
2025-11-14T08:08:54.100664Z,94.40000000000002
2025-11-14T08:08:54.101664Z,87.75000000000001
2025-11-14T08:08:54.102664Z,81.10000000000001
2025-11-14T08:08:54.103664Z,76.80507465648857
2025-11-14T08:08:54.104664Z,70.15507465648857
2025-11-14T08:08:54.105664Z,63.50507465648857
2025-11-14T08:08:54.106664Z,56.85507465648857
2025-11-14T08:08:54.107664Z,50.20507465648857
2025-11-14T08:08:54.108664Z,43.55507465648857
2025-11-14T08:08:54.109664Z,36.90507465648857
2025-11-14T08:08:54.110664Z,30.255074656488574
2025-11-14T08:08:54.111664Z,36.90507465648857
2025-11-14T08:08:54.112664Z,43.55507465648857
2025-11-14T08:08:54.113664Z,50.20507465648857
2025-11-14T08:08:54.114664Z,54.5
2025-11-14T08:08:54.115664Z,61.15
2025-11-14T08:08:54.116664Z,67.8
2025-11-14T08:08:54.117664Z,61.15
2025-11-14T08:08:54.118664Z,54.5
2025-11-14T08:08:54.119664Z,47.85
2025-11-14T08:08:54.120664Z,41.2
2025-11-14T08:08:54.121664Z,34.550000000000004
2025-11-14T08:08:54.122664Z,27.900000000000006
2025-11-14T08:08:54.123664Z,34.550000000000004
2025-11-14T08:08:54.124664Z,41.2
2025-11-14T08:08:54.125664Z,36.0600840305344
2025-11-14T08:08:54.126664Z,42.7100840305344
2025-11-14T08:08:54.127664Z,49.360084030534395
2025-11-14T08:08:54.128664Z,56.010084030534394
2025-11-14T08:08:54.129664Z,62.66008403053439
2025-11-14T08:08:54.130664Z,69.3100840305344
2025-11-14T08:08:54.131664Z,73.2657259125607
2025-11-14T08:08:54.132664Z,74.08163448716165
2025-11-14T08:08:54.133664Z,67.43163448716165
2025-11-14T08:08:54.134664Z,60.78163448716165
2025-11-14T08:08:54.135664Z,67.43163448716165
2025-11-14T08:08:54.136664Z,74.08163448716165
2025-11-14T08:08:54.137664Z,69.64360778903541
2025-11-14T08:08:54.138664Z,76.29360778903542
2025-11-14T08:08:54.139664Z,82.94360778903543
2025-11-14T08:08:54.140664Z,76.29360778903542
2025-11-14T08:08:54.141664Z,69.64360778903541
2025-11-14T08:08:54.142664Z,62.993607789035416
2025-11-14T08:08:54.143664Z,69.64360778903541
2025-11-14T08:08:54.144664Z,62.993607789035416
2025-11-14T08:08:54.145664Z,59.84740187647472
2025-11-14T08:08:54.146664Z,53.19740187647472
2025-11-14T08:08:54.147664Z,46.54740187647472
2025-11-14T08:08:54.148664Z,39.897401876474724
2025-11-14T08:08:54.149664Z,33.247401876474726
2025-11-14T08:08:54.150664Z,34.19641677723785
2025-11-14T08:08:54.151664Z,40.84641677723785
2025-11-14T08:08:54.152664Z,47.49641677723785
2025-11-14T08:08:54.153664Z,54.146416777237846
2025-11-14T08:08:54.154664Z,54.5
2025-11-14T08:08:54.155664Z,47.85
2025-11-14T08:08:54.156664Z,41.2
2025-11-14T08:08:54.157664Z,34.550000000000004
2025-11-14T08:08:54.158664Z,27.900000000000006
2025-11-14T08:08:54.159664Z,21.250000000000007
2025-11-14T08:08:54.160664Z,27.900000000000006
2025-11-14T08:08:54.161664Z,34.550000000000004
2025-11-14T08:08:54.162664Z,27.900000000000006
2025-11-14T08:08:54.163664Z,34.550000000000004
2025-11-14T08:08:54.164664Z,41.2
2025-11-14T08:08:54.165664Z,37.41739176405285
2025-11-14T08:08:54.166664Z,30.767391764052853
2025-11-14T08:08:54.167664Z,24.117391764052854
2025-11-14T08:08:54.168664Z,17.467391764052856
2025-11-14T08:08:54.169664Z,18.44647814018043
2025-11-14T08:08:54.170664Z,25.09647814018043
2025-11-14T08:08:54.171664Z,31.74647814018043
2025-11-14T08:08:54.172664Z,25.09647814018043
2025-11-14T08:08:54.173664Z,31.74647814018043
2025-11-14T08:08:54.174664Z,38.39647814018043
2025-11-14T08:08:54.175664Z,45.046478140180426
2025-11-14T08:08:54.176664Z,51.696478140180425
2025-11-14T08:08:54.177664Z,58.34647814018042
2025-11-14T08:08:54.178664Z,64.99647814018043
2025-11-14T08:08:54.179664Z,71.64647814018043
2025-11-14T08:08:54.180664Z,78.29647814018044
2025-11-14T08:08:54.181664Z,71.64647814018043
2025-11-14T08:08:54.182664Z,78.29647814018044
2025-11-14T08:08:54.183664Z,71.64647814018043
