time,dBm
2025-11-13T19:58:13.828876Z,-60.60
2025-11-13T19:58:13.829876Z,-60.75
2025-11-13T19:58:13.830876Z,-54.50
2025-11-13T19:58:13.831876Z,-64.05
2025-11-13T19:58:13.832876Z,-55.64
2025-11-13T19:58:13.833876Z,-67.23
2025-11-13T19:58:13.834876Z,-69.58
2025-11-13T19:58:13.835876Z,-56.33
2025-11-13T19:58:13.836876Z,-50.33
2025-11-13T19:58:13.837876Z,-67.03
2025-11-13T19:58:13.838876Z,-59.98
2025-11-13T19:58:13.839876Z,-54.49
2025-11-13T19:58:13.840876Z,-61.06
2025-11-13T19:58:13.841876Z,-57.82
2025-11-13T19:58:13.842876Z,-68.99
2025-11-13T19:58:13.843876Z,-65.09
2025-11-13T19:58:13.844876Z,-54.95
2025-11-13T19:58:13.845876Z,-42.94
2025-11-13T19:58:13.846876Z,-64.87
2025-11-13T19:58:13.847876Z,-56.56
2025-11-13T19:58:13.848876Z,-62.43
2025-11-13T19:58:13.849876Z,-57.09
2025-11-13T19:58:13.850876Z,-56.50
2025-11-13T19:58:13.851876Z,-58.20
2025-11-13T19:58:13.852876Z,-56.49
2025-11-13T19:58:13.853876Z,-64.61
2025-11-13T19:58:13.854876Z,-60.94
2025-11-13T19:58:13.855876Z,-57.78
2025-11-13T19:58:13.856876Z,-59.72
2025-11-13T19:58:13.857876Z,-59.63
2025-11-13T19:58:13.858876Z,-69.99
2025-11-13T19:58:13.859876Z,-61.67
2025-11-13T19:58:13.860876Z,-60.44
2025-11-13T19:58:13.861876Z,-62.56
2025-11-13T19:58:13.862876Z,-54.88
2025-11-13T19:58:13.863876Z,-55.92
2025-11-13T19:58:13.864876Z,-63.78
2025-11-13T19:58:13.865876Z,-60.10
2025-11-13T19:58:13.866876Z,-54.72
2025-11-13T19:58:13.867876Z,-55.22
2025-11-13T19:58:13.868876Z,-57.18
2025-11-13T19:58:13.869876Z,-49.22
2025-11-13T19:58:13.870876Z,-55.46
2025-11-13T19:58:13.871876Z,-55.93
2025-11-13T19:58:13.872876Z,-64.63
2025-11-13T19:58:13.873876Z,-52.60
2025-11-13T19:58:13.874876Z,-56.49
2025-11-13T19:58:13.875876Z,-62.76
2025-11-13T19:58:13.876876Z,-59.79
2025-11-13T19:58:13.877876Z,-55.63
2025-11-13T19:58:13.878876Z,-66.32
2025-11-13T19:58:13.879876Z,-60.09
2025-11-13T19:58:13.880876Z,-59.37
2025-11-13T19:58:13.881876Z,-52.49
2025-11-13T19:58:13.882876Z,-59.06
2025-11-13T19:58:13.883876Z,-60.55
2025-11-13T19:58:13.884876Z,-58.59
2025-11-13T19:58:13.885876Z,-53.55
2025-11-13T19:58:13.886876Z,-60.82
2025-11-13T19:58:13.887876Z,-56.18
2025-11-13T19:58:13.888876Z,-47.43
2025-11-13T19:58:13.889876Z,-55.39
2025-11-13T19:58:13.890876Z,-57.28
2025-11-13T19:58:13.891876Z,-63.13
2025-11-13T19:58:13.892876Z,-54.53
2025-11-13T19:58:13.893876Z,-67.26
2025-11-13T19:58:13.894876Z,-67.66
2025-11-13T19:58:13.895876Z,-68.44
2025-11-13T19:58:13.896876Z,-55.80
2025-11-13T19:58:13.897876Z,-59.96
2025-11-13T19:58:13.898876Z,-54.28
2025-11-13T19:58:13.899876Z,-57.85
2025-11-13T19:58:13.900876Z,-56.05
2025-11-13T19:58:13.901876Z,-59.23
2025-11-13T19:58:13.902876Z,-57.98
2025-11-13T19:58:13.903876Z,-66.02
